Date,BTC,ETH,ETC,ZEC,DASH,LTC
3/3/2015,281.7,,,,3.47,1.96
3/4/2015,273.09,,,,3.5,1.93
3/5/2015,276.18,,,,3.41,1.92
3/6/2015,272.72,,,,3.33,1.9
3/7/2015,276.26,,,,3.43,1.91
3/8/2015,274.35,,,,3.39,1.89
3/9/2015,289.61,,,,3.54,1.94
3/10/2015,291.76,,,,3.03,2.01
3/11/2015,296.38,,,,3.13,2.03
3/12/2015,294.35,,,,3.07,2.04
3/13/2015,285.34,,,,2.91,2.01
3/14/2015,281.88,,,,2.93,2
3/15/2015,286.39,,,,3.12,2.02
3/16/2015,290.59,,,,3.3,2.03
3/17/2015,285.5,,,,3.27,1.98
3/18/2015,256.3,,,,3.09,1.74
3/19/2015,260.93,,,,3.37,1.76
3/20/2015,261.75,,,,3.7,1.77
3/21/2015,260.02,,,,4.63,1.75
3/22/2015,267.96,,,,4.61,1.8
3/23/2015,266.74,,,,4.98,1.78
3/24/2015,245.59,,,,5.07,1.65
3/25/2015,246.2,,,,5.28,1.67
3/26/2015,248.53,,,,4.99,1.7
3/27/2015,247.03,,,,4.76,1.69
3/28/2015,252.8,,,,5.04,1.7
3/29/2015,242.71,,,,4.6,1.66
3/30/2015,247.53,,,,4.34,1.67
3/31/2015,244.22,,,,4.02,1.65
4/1/2015,247.27,,,,3.83,1.66
4/2/2015,253,,,,4.54,1.68
4/3/2015,254.32,,,,4.36,1.7
4/4/2015,253.7,,,,4.13,1.69
4/5/2015,260.6,,,,4.17,1.7
4/6/2015,255.49,,,,4.09,1.69
4/7/2015,253.18,,,,3.78,1.67
4/8/2015,245.02,,,,3.68,1.63
4/9/2015,243.68,,,,3.42,1.59
4/10/2015,236.07,,,,3.23,1.53
4/11/2015,236.55,,,,3.33,1.46
4/12/2015,236.15,,,,3.3,1.46
4/13/2015,224.59,,,,3.21,1.38
4/14/2015,219.16,,,,3.1,1.38
4/15/2015,223.83,,,,3.02,1.38
4/16/2015,228.57,,,,3.01,1.42
4/17/2015,222.88,,,,2.83,1.41
4/18/2015,223.36,,,,2.93,1.41
4/19/2015,222.6,,,,2.8,1.39
4/20/2015,224.63,,,,2.65,1.41
4/21/2015,235.27,,,,2.89,1.42
4/22/2015,234.18,,,,3.25,1.45
4/23/2015,236.46,,,,3.63,1.46
4/24/2015,231.27,,,,3.18,1.42
4/25/2015,226.39,,,,3.1,1.4
4/26/2015,219.43,,,,3.05,1.32
4/27/2015,229.29,,,,2.99,1.38
4/28/2015,225.85,,,,3.04,1.36
4/29/2015,225.81,,,,2.97,1.36
4/30/2015,236.15,,,,2.97,1.44
5/1/2015,232.08,,,,2.74,1.41
5/2/2015,234.93,,,,2.75,1.42
5/3/2015,240.36,,,,2.7,1.43
5/4/2015,239.02,,,,2.88,1.41
5/5/2015,236.12,,,,2.85,1.41
5/6/2015,229.78,,,,2.82,1.39
5/7/2015,237.33,,,,2.81,1.46
5/8/2015,243.86,,,,2.76,1.48
5/9/2015,241.83,,,,2.76,1.45
5/10/2015,240.3,,,,2.68,1.44
5/11/2015,242.16,,,,2.76,1.44
5/12/2015,241.11,,,,2.71,1.45
5/13/2015,236.38,,,,2.69,1.45
5/14/2015,236.93,,,,2.84,1.45
5/15/2015,237.6,,,,2.87,1.45
5/16/2015,236.15,,,,3,1.45
5/17/2015,236.8,,,,2.93,1.45
5/18/2015,233.13,,,,2.86,1.45
5/19/2015,231.95,,,,2.89,1.45
5/20/2015,234.02,,,,2.88,1.46
5/21/2015,235.34,,,,2.84,1.48
5/22/2015,240.35,,,,2.91,1.83
5/23/2015,238.87,,,,2.87,1.79
5/24/2015,240.95,,,,2.9,1.83
5/25/2015,237.11,,,,2.82,1.8
5/26/2015,237.12,,,,2.67,1.82
5/27/2015,237.28,,,,2.63,1.85
5/28/2015,237.41,,,,2.74,1.84
5/29/2015,237.1,,,,2.82,1.83
5/30/2015,233.34,,,,2.71,1.81
5/31/2015,230.19,,,,2.76,1.64
6/1/2015,222.93,,,,2.65,1.62
6/2/2015,225.8,,,,2.8,1.67
6/3/2015,225.87,,,,2.75,1.69
6/4/2015,224.32,,,,2.8,1.67
6/5/2015,224.95,,,,2.82,1.76
6/6/2015,225.62,,,,2.82,1.76
6/7/2015,222.88,,,,2.81,1.73
6/8/2015,228.49,,,,2.83,1.79
6/9/2015,229.05,,,,2.77,1.8
6/10/2015,228.8,,,,2.7,1.76
6/11/2015,229.71,,,,2.78,1.79
6/12/2015,229.98,,,,2.8,1.8
6/13/2015,232.4,,,,2.8,1.86
6/14/2015,233.54,,,,2.81,2
6/15/2015,236.82,,,,2.74,2.02
6/16/2015,250.9,,,,2.99,2.88
6/17/2015,249.28,,,,3,2.89
6/18/2015,249.01,,,,2.96,3.1
6/19/2015,244.61,,,,2.9,2.81
6/20/2015,245.21,,,,2.87,3.04
6/21/2015,243.94,,,,2.84,3.02
6/22/2015,246.99,,,,2.89,3.03
6/23/2015,244.3,,,,2.85,2.97
6/24/2015,240.51,,,,2.81,2.78
6/25/2015,242.8,,,,2.83,2.85
6/26/2015,243.59,,,,2.82,2.86
6/27/2015,250.99,,,,2.79,3.1
6/28/2015,249.01,,,,2.73,3.31
6/29/2015,257.06,,,,2.79,3.74
6/30/2015,263.07,,,,2.86,4.09
7/1/2015,258.62,,,,2.82,3.92
7/2/2015,255.41,,,,2.91,4.07
7/3/2015,256.34,,,,2.96,4.12
7/4/2015,260.89,,,,3.09,4.11
7/5/2015,271.91,,,,3.09,4.95
7/6/2015,269.03,,,,3.09,5.42
7/7/2015,266.21,,,,2.97,5.23
7/8/2015,270.79,,,,2.98,6.36
7/9/2015,269.23,,,,3.11,7.54
7/10/2015,284.89,,,,4.05,4.51
7/11/2015,293.12,,,,3.84,4.37
7/12/2015,310.87,,,,4.1,5.29
7/13/2015,292.05,,,,3.74,4.68
7/14/2015,287.46,,,,3.72,4.65
7/15/2015,285.83,,,,3.66,4.21
7/16/2015,278.09,,,,3.53,3.69
7/17/2015,279.47,,,,3.76,3.79
7/18/2015,274.9,,,,3.71,4
7/19/2015,273.61,,,,3.62,3.77
7/20/2015,278.98,,,,3.69,3.94
7/21/2015,275.83,,,,3.6,3.77
7/22/2015,277.22,,,,3.63,3.82
7/23/2015,276.05,,,,3.58,3.78
7/24/2015,288.28,,,,3.69,4.6
7/25/2015,288.7,,,,3.75,4.63
7/26/2015,292.69,,,,3.78,4.66
7/27/2015,293.62,,,,3.76,4.67
7/28/2015,294.43,,,,3.69,5.06
7/29/2015,289.59,,,,3.64,4.8
7/30/2015,287.72,,,,3.64,4.58
7/31/2015,284.65,,,,3.68,4.64
8/1/2015,281.6,,,,3.61,4.15
8/2/2015,282.61,,,,3.62,4.17
8/3/2015,281.23,,,,3.61,4.16
8/4/2015,285.22,,,,3.64,4.38
8/5/2015,281.88,,,,3.58,4.35
8/6/2015,278.58,,,,3.52,4.06
8/7/2015,279.58,2.77,,,3.26,4.21
8/8/2015,261,0.753325,,,3.08,3.85
8/9/2015,265.08,0.701897,,,3.11,3.9
8/10/2015,264.47,0.708448,,,3.08,3.95
8/11/2015,270.39,1.07,,,3.16,4.16
8/12/2015,266.38,1.22,,,3.06,3.99
8/13/2015,264.08,1.83,,,3.06,3.88
8/14/2015,265.68,1.83,,,3.03,4.03
8/15/2015,261.55,1.69,,,2.98,3.93
8/16/2015,258.51,1.57,,,2.94,3.95
8/17/2015,257.98,1.2,,,2.91,3.98
8/18/2015,211.08,1.09,,,2.67,3.47
8/19/2015,226.68,1.26,,,2.64,3.48
8/20/2015,235.35,1.46,,,2.78,3.61
8/21/2015,232.57,1.4,,,2.76,3.57
8/22/2015,230.39,1.38,,,2.68,3.51
8/23/2015,228.17,1.35,,,2.64,3.39
8/24/2015,210.5,1.23,,,2.38,2.99
8/25/2015,221.61,1.14,,,2.53,2.94
8/26/2015,225.83,1.16,,,2.61,2.95
8/27/2015,224.77,1.15,,,2.56,2.87
8/28/2015,231.4,1.19,,,2.6,2.91
8/29/2015,229.78,1.18,,,2.6,2.88
8/30/2015,228.76,1.32,,,2.56,2.85
8/31/2015,230.06,1.36,,,2.58,2.84
9/1/2015,228.12,1.35,,,2.54,2.82
9/2/2015,229.28,1.29,,,2.51,2.8
9/3/2015,227.18,1.26,,,2.47,2.63
9/4/2015,230.3,1.27,,,2.45,2.7
9/5/2015,235.02,1.34,,,2.51,2.92
9/6/2015,239.84,1.3,,,2.49,3.05
9/7/2015,239.85,1.25,,,2.38,3.05
9/8/2015,243.61,1.24,,,2.33,3.05
9/9/2015,238.17,1.21,,,2.44,2.92
9/10/2015,238.48,1.17,,,2.38,2.95
9/11/2015,240.11,0.982978,,,2.38,2.96
9/12/2015,235.23,1.04,,,2.43,2.83
9/13/2015,230.51,0.936003,,,2.34,2.82
9/14/2015,230.64,0.875622,,,2.31,2.84
9/15/2015,230.3,0.94441,,,2.32,2.82
9/16/2015,229.09,0.907175,,,2.37,2.8
9/17/2015,229.81,0.874231,,,2.37,2.91
9/18/2015,232.97,0.853685,,,2.46,2.96
9/19/2015,231.49,0.882391,,,2.36,2.87
9/20/2015,231.21,0.938445,,,2.39,2.85
9/21/2015,227.09,0.919047,,,2.35,2.8
9/22/2015,230.62,0.901796,,,2.46,2.84
9/23/2015,230.28,0.893406,,,2.43,2.87
9/24/2015,234.53,0.81361,,,2.44,2.93
9/25/2015,235.14,0.736223,,,2.45,2.89
9/26/2015,234.34,0.785964,,,2.33,2.89
9/27/2015,232.76,0.720839,,,2.36,2.87
9/28/2015,239.14,0.582886,,,2.38,3.07
9/29/2015,236.69,0.661146,,,2.34,2.97
9/30/2015,236.06,0.738644,,,2.34,3.01
10/1/2015,237.55,0.690215,,,2.29,3
10/2/2015,237.29,0.678574,,,2.22,2.99
10/3/2015,238.73,0.687171,,,2.17,3.03
10/4/2015,238.26,0.668379,,,2.17,3.01
10/5/2015,240.38,0.628643,,,2.34,3.02
10/6/2015,246.06,0.650645,,,2.39,3.15
10/7/2015,242.97,0.609388,,,2.4,3.06
10/8/2015,242.3,0.621716,,,2.38,3.06
10/9/2015,243.93,0.650628,,,2.36,3.11
10/10/2015,244.94,0.627857,,,2.43,3.11
10/11/2015,247.05,0.634963,,,2.39,3.15
10/12/2015,245.31,0.62603,,,2.34,3.14
10/13/2015,249.51,0.607655,,,2.35,3.18
10/14/2015,251.99,0.522968,,,2.32,3.14
10/15/2015,254.32,0.561878,,,2.25,3.1
10/16/2015,262.87,0.536495,,,2.34,3.11
10/17/2015,270.64,0.547178,,,2.43,3.07
10/18/2015,261.64,0.517734,,,2.37,3.02
10/19/2015,263.44,0.489014,,,2.34,3.05
10/20/2015,269.46,0.434829,,,2.41,3.09
10/21/2015,266.27,0.447329,,,2.28,3.08
10/22/2015,274.02,0.567702,,,2.41,3.11
10/23/2015,276.5,0.539657,,,2.33,3.11
10/24/2015,281.65,0.56359,,,2.24,3.1
10/25/2015,283.68,0.616039,,,2.17,3.07
10/26/2015,285.3,0.731317,,,2.24,3.1
10/27/2015,293.79,0.869641,,,2.1,3.09
10/28/2015,304.62,1,,,2.14,3.1
10/29/2015,313.86,1.21,,,2.39,3.78
10/30/2015,328.01,1.04,,,2.54,4.06
10/31/2015,314.17,0.916627,,,2.31,3.8
11/1/2015,325.43,1.06,,,2.66,3.96
11/2/2015,361.19,0.989789,,,2.61,4.16
11/3/2015,403.42,1.01,,,2.69,4.59
11/4/2015,411.56,0.89905,,,2.61,4.23
11/5/2015,386.35,0.895637,,,2.53,3.96
11/6/2015,374.47,0.926032,,,2.7,3.55
11/7/2015,386.48,0.927974,,,2.71,3.6
11/8/2015,373.37,1.03,,,2.53,3.42
11/9/2015,380.26,0.999278,,,2.53,3.4
11/10/2015,336.82,0.934348,,,2.42,3.12
11/11/2015,311.08,0.791829,,,2.29,2.97
11/12/2015,338.15,0.895711,,,2.54,3.28
11/13/2015,336.75,0.904096,,,2.53,3.23
11/14/2015,332.91,0.888812,,,2.36,3.19
11/15/2015,320.17,0.906368,,,2.31,3.07
11/16/2015,330.75,0.928962,,,2.31,3.19
11/17/2015,335.09,1.01,,,2.26,3.2
11/18/2015,334.59,0.993319,,,2.36,3.19
11/19/2015,326.15,0.955532,,,2.21,3.13
11/20/2015,322.02,0.92492,,,2.23,3.12
11/21/2015,326.93,0.97614,,,2.2,3.15
11/22/2015,324.54,0.968018,,,2.06,3.14
11/23/2015,323.05,0.946969,,,2.14,3.12
11/24/2015,320.05,0.900191,,,2.08,3.11
11/25/2015,328.21,0.863537,,,2.15,3.34
11/26/2015,352.68,0.884183,,,2.19,3.61
11/27/2015,358.04,0.867951,,,2.16,3.58
11/28/2015,357.38,0.915703,,,2.08,3.52
11/29/2015,371.29,0.878614,,,2.15,3.67
11/30/2015,377.32,0.873119,,,2.17,3.62
12/1/2015,362.49,0.8748,,,2.08,3.43
12/2/2015,359.19,0.82121,,,2.18,3.34
12/3/2015,361.05,0.812143,,,2.34,3.38
12/4/2015,363.18,0.840041,,,2.34,3.36
12/5/2015,388.95,0.862438,,,2.32,3.52
12/6/2015,388.78,0.8355,,,2.34,3.47
12/7/2015,395.54,0.811264,,,2.33,3.65
12/8/2015,415.56,0.822118,,,2.4,3.69
12/9/2015,417.56,0.792167,,,2.51,3.67
12/10/2015,415.48,0.840396,,,2.44,3.66
12/11/2015,451.94,0.929762,,,2.69,3.84
12/12/2015,435,0.976973,,,2.58,3.61
12/13/2015,433.75,0.952884,,,2.73,3.63
12/14/2015,444.18,0.993022,,,2.69,3.61
12/15/2015,465.32,1.01,,,2.68,3.83
12/16/2015,454.93,0.991182,,,2.69,3.7
12/17/2015,456.08,0.940701,,,2.61,3.74
12/18/2015,463.62,0.920127,,,2.65,3.76
12/19/2015,462.32,0.908072,,,2.61,3.72
12/20/2015,442.69,0.903885,,,2.49,3.54
12/21/2015,438.64,0.900771,,,2.47,3.46
12/22/2015,436.57,0.864202,,,2.55,3.42
12/23/2015,442.4,0.858077,,,2.53,3.58
12/24/2015,454.99,0.863262,,,2.77,3.64
12/25/2015,455.65,0.870363,,,2.83,3.62
12/26/2015,417.27,0.854603,,,2.77,3.42
12/27/2015,422.82,0.856365,,,2.65,3.48
12/28/2015,422.28,0.845005,,,2.98,3.47
12/29/2015,432.98,0.873054,,,3.09,3.5
12/30/2015,426.62,0.911958,,,3.52,3.46
12/31/2015,430.57,0.933542,,,3.27,3.48
1/1/2016,434.33,0.948024,,,3.38,3.51
1/2/2016,433.44,0.937124,,,3.28,3.5
1/3/2016,430.01,0.971905,,,3.24,3.48
1/4/2016,433.09,0.95448,,,3.32,3.5
1/5/2016,431.96,0.950176,,,3.33,3.47
1/6/2016,429.11,0.95086,,,3.38,3.45
1/7/2016,458.05,0.942005,,,3.38,3.6
1/8/2016,453.23,0.986789,,,3.31,3.57
1/9/2016,447.61,0.986833,,,3.18,3.56
